Iframe tags are not allowed.,Značky iframe nie sú povolené.
Uploaded file is not an image.,Nahraný súbor nie je obrázok.
Uploaded file size must be less than #d.,Nahraný veľkosť súboru musí byť menšia ako # d.
Field should not contain HTML tags.,Pole nesmie obsahovať HTML tagy.
You can enter only positive numbers.,Môžete zadať iba kladné čísla.
`From Date` should be smaller than `To Date`,`Z Date` by mala byť menšia než` To Date`
`From Date` already present in a slot.,`Z Date` už v drážke.
`To Date` already present in a slot.,`Pre Date` ktorá sa v jednom slote.
Coupon Display Options,Kupón Možnosti zobrazenia
Email Subject,Predmet emailu
Email Template,Šablóna e-mailu
Email Content,email Content
Test Email,test Email
Send Email,Poslať email
Enable the Extension,povoliť rozšírenie
Show pull-out tab,kartu vysúvací
Allow customer to hide/show popup,Umožňujú zákazníkovi sa skryť / zobraziť vyskakovacie okno
Upload pull-out tab image,Nahrať pull-out tab image
Only .png or .jpg file format accepted. File size should not be more than 2 MB.,Iba .png alebo formát JPG súboru prijatý. Veľkosť súboru by nemala byť väčšia ako 2 MB.
Display Logo,displej Logo
Upload Logo,Nahrať Logo
Remove logo,Odobrať logo
Email Recheck,E-mail prekontrolovanie
Allow customer to provide coupon code more than one time.,Umožňujú zákazníkom poskytovať kodu viac ako raz.
Enable Wheel Sound,Aktivovať kolesá Zvuk
Allow sound on rotating the wheel.,Povoliť zvuk pri otáčaní kolesa.
Show Fireworks,Zobraziť Fireworks
Show fireworks after a customer wins.,"Ukazujú ohňostroj potom, čo zákazník vyhrá."
Show Customer Name,Show Customer Name
Show First Name,Show First Name
Show Last Name,ukázať priezvisko
Show Both,oba ukazujú
Show None,show Žiadne
Show customer name on the front end,Zobrazovať meno zákazníka na prednom konci
Require Customer Name,Vyžadujú meno zákazníka
Require First Name,Vyžadujú krstné meno
Require Last Name,vyžadujú priezvisko
Require Both,vyžadujú Obe
Require None,vyžadujú Žiadne
Require customer name on the front end,Vyžadujú meno zákazníka na prednom konci
Wheel Display Interval,Koliesko Display Interval
Days,Dni
Enter the display interval (in days) after which pop will show again (if not used).,"Zadajte interval zobrazenia (v dňoch), po ktorom pop ukáže znova (pokiaľ nie je použitý)."
Show Progress Meter,Show Progress Meter
Progress Percentage,progress Percentuálne
Enter the percentage of the progress meter.,Zadajte percento elektromeru pokroku.
Progress Text,Text Progress
Enter the Text for the progress meter.,Zadajte text pre indikátor priebehu.
Custom CSS,Custom CSS
Add custom CSS code that you want to be executed on the front end,"Pridať vlastný CSS kód, ktorý chcete byť vykonaný na prednom konci"
Custom JS,Custom JS
Add custom JS code that you want to be executed on the front end,"Pridať vlastný JS kód, ktorý chcete byť vykonaný na prednom konci"
Enable Mailchimp,aktivovať MailChimp
Mailchimp Api Key,MailChimp Api Key
Mailchimp List,MailChimp Zoznam
Select List,select Zoznam
Enable Klaviyo,aktivovať Klaviyo
Klaviyo Api Key,Klaviyo Api Key
Klaviyo List,Klaviyo Zoznam
Enable Constant Contact,Aktivovať neustálom kontakte
Constant Contact Api Key,Neustálom kontakte Api Key
Constant Contact Api Token,Neustálom kontakte Api Token
Constant Contact List,Constant Zoznam kontaktov
Please select atleast one page,Prosím vyberte aspon jednu stránku
Please select atleast one country,Prosím vyberte aspon jednej krajine
Field cannot be empty,Pole nemôže byť prázdne
Total Coupons Generated,Celkom kupóny Vygenerovaný
Total Coupons Unused,Celkom kupóny Nevyužitá
Total Coupons Used,Celkom kupóny Použité
`Active Date` cannot be greater than `Inactive Date`,`Active Date` nemôže byť väčšia než` neaktívne Date`
`From` Date cannot be greater than `To` Date,`From` Dátum nemôže byť väčšia než` To` Dátum
Date & Time should be greater than current date time.,Dátum a čas musí byť väčší ako aktuálny dátum a čas.
Total Generated,celkový generovaný
Till,do
Total Used,celková Použité
Total Unused,celková Nevyužitá
Coupon Statistics (Graphical),Kupón Statistics (Graphical)
Select date,vyberte dátum
Generate,generovať
Other Statistics,Ostatné Statistics
Country Statistics,Krajina Štatistika
Device Statistics,štatistiky zariadenie
Coupons List,zoznam kupóny
Minimum Screen Size,Minimálna veľkosť obrazovky
Smartphone (320x480),Smartphone (320x480)
Tablet Portrait(768x1024),Tablet Portrait (768x1024)
Tablet Landscape (1024x768),Tablet šírku (1024x768)
Laptop (1366x768),Laptop (1366x768)
Desktop(1600x1080),Desktop (1600x1080)
Smartphones only,len smartphony
Maximum Display Frequency,Maximálna frekvencia displeja
Every Visit,každej návšteve
One Visit per hour,Jedna návšteva za hodinu
One visit per day,Jedna návšteva za deň
One visit per week,Jedna návšteva za týždeň
One visit per month,Jedna návšteva za mesiac
Show Spin Wheel on the front end after the specified time,Show Spin kolesá na prednej strane po stanovenú dobu
Hide Spin Wheel After,Hide Spin Wheel Po
Always Display,Always Display
10 Seconds,10 Seconds
20 Seconds,20 Seconds
30 Seconds,30 Seconds
40 Seconds,40 Seconds
Choose the time interval after which the Spin Wheel on the front end will hide automatically,"Zvoľte časový interval, po ktorom sa Spin kolesá na prednej strane bude automaticky skrývať"
Set Fix Time,Set Fix Time
Active Date/Time,Aktívne Date / Time
Expire Date/Time,Vyprší dátum / čas
Whom to show,koho prehliadky
All Visitors,všetci návštevníci
New Visitors,noví návštevníci
Returning Visitors,vracajúci sa návštevníci
Select whom to show the popup.,"Vybrať, na koho sa zobrazí vyskakovacie okno."
When to Show,kedy Zobraziť
Immediately,bezodkladne
After Time(seconds),Po určitej dobe (v sekundách)
When scroll down(%),Keď sa posunúť nadol (%)
When Exit,keď Exit
Select when to display the popup.,"Vyberte, kedy sa zobrazí vyskakovacie okno."
Enter time (In Seconds),Zadajte čas (v sekundách)
Enter time in seconds after which you want to display spin wheel pop up.,"Zadajte čas v sekundách, po ktorej chcete zobraziť spin kolesá vyskočí."
Enter Scroll Percentage,Vstúpiť Scroll Percento
Enter scroll percentage after which you want to display spin wheel pop up. Do no enter % sign.,"Zadávať navigačné percenta, po ktorej chcete zobraziť spin kolesá vyskočí. Ešte nie zadať znak%."
Geo Location,Geografické umiestnenie
World Wide,World Wide
Display selected areas only,Iba zobrazenie zvolených plochách
Do not display selected areas,Nezobrazujú vybraných oblastí
Select Geo Location where you want to show the popup.,"Zvoliť informácie o polohe, kde chcete zobrazovať kontextové okno."
Select countries.,Vybraných krajinách.
Title Text,Názov Text
Subtitle Text,Text Subtitle
Rules Text,pravidlá Text
One rule should be entered in one line in order to show it on pop up point wise.,Jedno pravidlo by mali byť uvedené v jednej línii za účelom jeho zobrazenie na pop-up bod múdre.
Are your sure?,Sú vaše istý?
Please enter a valid color code,Zadajte platný kód farby
`Active Date` cannot be greater than `Expire Date`,`Active Date` nemôže byť väčšia než` vyprší Date`
The sum of Gravity is not in the valid range. It should be betwen 1 and 100. The total is: ,Súčet gravitácie nie je v platnom rozsahu. Malo by byť betwen 1 a 100. Celková je:
No list exists for this API key.,Žiadny zoznam neexistuje pre tento kľúč API.
No. of times,počet čias
Date,Dátum
Please upload an image file.,Nahrajte prosím súbor s obrázkom.
Note: select time in GMT only.,Poznámka: select čas len v GMT.
This slot is already available.,Tento slot je už k dispozícii.
