Enter scroll percentage after which you want to display spin wheel pop up. Do no enter % sign.,"Введите свитку процента, после которого вы хотите отобразить пробуксовки всплывали. У не вводить знак%."
Geo Location,Гео Расположение
World Wide,По всему миру
Display selected areas only,Только Показать области отбирались
Do not display selected areas,Не показывать выбранные области
Select Geo Location where you want to show the popup.,"Выберите Географическое положение, где вы хотите, чтобы показать всплывающее окно."
Select countries.,Выберите страны.
Title Text,Текст заголовка
Subtitle Text,Текст подзаголовка
Rules Text,Правила Текст
One rule should be entered in one line in order to show it on pop up point wise.,"Одно правило должно быть введено в одну линию, чтобы показать его на выскакивают точечно."
Are your sure?,Ты уверен?
Please enter a valid color code,"Пожалуйста, введите код цвета"
`Active Date` cannot be greater than `Expire Date`,"`Активный date` не может быть больше, чем` Expire date`"
The sum of Gravity is not in the valid range. It should be betwen 1 and 100. The total is: ,Сумма тяжести не находится в допустимом диапазоне. Это должно быть betwen 1 и 100. Всего:
No list exists for this API key.,Список не существует для этого ключа API.
No. of times,Кол-во раз
Date,Дата
Please upload an image file.,"Пожалуйста, загрузите файл изображения."
Note: select time in GMT only.,Примечание: выберите время только по Гринвичу.
This slot is already available.,Этот слот уже доступен.
